domain,file,relPath,extends_AbstractBusinessTool,has_doExecute,factoryId_in_signature,factoryId_ref_count,suspicious_count,risk,reason
report,ReportTaskAssignWorkerTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportTaskAssignWorkerTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
report,ReportTrendsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportTrendsTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportWorkshopDailyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportWorkshopDailyTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantArApPayableTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantArApPayableTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
restaurant,RestaurantAtRiskGuestQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantAtRiskGuestQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantAvgTicketTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantAvgTicketTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantBestsellerQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantBestsellerQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantDailyRevenueTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDailyRevenueTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantDishCostAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishCostAnalysisTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantDishCostQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishCostQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantDishCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishCreateTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
restaurant,RestaurantDishDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishDeleteTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
restaurant,RestaurantDishListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantDishProductSalesRankingTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishProductSalesRankingTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantDishSalesRankingTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishSalesRankingTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantDishUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantDishUpdateTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
restaurant,RestaurantEconomicsAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantEconomicsAnalysisTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
restaurant,RestaurantIngredientCostTrendTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantIngredientCostTrendTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantIngredientExpiryAlertTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantIngredientExpiryAlertTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantIngredientLowStockTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantIngredientLowStockTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantIngredientStockTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantIngredientStockTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantMarginAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantMarginAnalysisTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantOrderStatisticsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantOrderStatisticsTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantPeakHoursAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantPeakHoursAnalysisTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantProcurementCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantProcurementCreateTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
restaurant,RestaurantProcurementSuggestionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantProcurementSuggestionTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
restaurant,RestaurantRepCommissionQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantRepCommissionQueryTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
restaurant,RestaurantReturnRateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantReturnRateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantRevenueTrendTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantRevenueTrendTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantSlowSellerQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantSlowSellerQueryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantTableTurnoverTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantTableTurnoverTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantVipGuestQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantVipGuestQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantVoiceRequisitionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantVoiceRequisitionTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantWastageAnomalyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantWastageAnomalyTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,RestaurantWastageRateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantWastageRateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,RestaurantWastageRecordTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantWastageRecordTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
restaurant,RestaurantWastageSummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RestaurantWastageSummaryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
returnorder,ReturnOrderApproveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/returnorder/ReturnOrderApproveTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
returnorder,ReturnOrderCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/returnorder/ReturnOrderCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
returnorder,ReturnOrderDetailTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/returnorder/ReturnOrderDetailTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
returnorder,ReturnOrderListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/returnorder/ReturnOrderListTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
returnorder,ReturnStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/returnorder/ReturnStatsTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
warehouse,ReusableContainerLossTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/warehouse/ReusableContainerLossTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
warehouse,ReusableContainerQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/warehouse/ReusableContainerQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
warehouse,ReusableContainerReturnInTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/warehouse/ReusableContainerReturnInTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
warehouse,ReusableContainerShipOutTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/warehouse/ReusableContainerShipOutTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
restaurant,RevenueReportGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/RevenueReportGenerateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
config,RuleConfigTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/config/RuleConfigTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
rules,RuleCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rules/RuleCreateTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
rules,RuleDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rules/RuleDeleteTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
rules,RuleTestEvaluateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rules/RuleTestEvaluateTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
rules,RuleToggleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rules/RuleToggleTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
rules,RuleUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rules/RuleUpdateTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
sales,SalesCreateDeliveryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/SalesCreateDeliveryTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sales,SalesCreateInvoiceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/SalesCreateInvoiceTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sales,SalesNeedConvertTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/SalesNeedConvertTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sales,SalesNeedCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/SalesNeedCreateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
restaurant,SalesPlanCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/SalesPlanCreateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sales,SalesRecordPaymentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/SalesRecordPaymentTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sales,SalesReportTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/SalesReportTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
rd,SampleApproveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rd/SampleApproveTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
rd,SampleCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rd/SampleCreateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sample,SampleToBomTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sample/SampleToBomTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
scale,ScaleAddDeviceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleAddDeviceTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
scale,ScaleAddDeviceVisionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleAddDeviceVisionTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
scale,ScaleCalibrateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleCalibrateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
scale,ScaleConfigGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleConfigGenerateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
scale,ScaleDeleteDeviceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleDeleteDeviceTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
scale,ScaleListDevicesTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleListDevicesTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
scale,ScaleListProtocolsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleListProtocolsTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
scale,ScaleProtocolDetectTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleProtocolDetectTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
scale,ScaleTestParseTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleTestParseTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
scale,ScaleTroubleshootTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleTroubleshootTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
scale,ScaleUpdateDeviceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleUpdateDeviceTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
cron,ScheduledTaskCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/cron/ScheduledTaskCreateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
scheduling,SchedulingExecuteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scheduling/SchedulingExecuteTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
scheduling,SchedulingListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scheduling/SchedulingListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
scheduling,SchedulingModeChangeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scheduling/SchedulingModeChangeTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
system,SchedulingSetAutoTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SchedulingSetAutoTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
system,SchedulingSetDisabledTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SchedulingSetDisabledTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
system,SchedulingSetManualTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SchedulingSetManualTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
restaurant,SeatConfigManageTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/SeatConfigManageTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,ShiftScheduleCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/ShiftScheduleCreateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
shipment,ShipmentByCustomerTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentByCustomerTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
shipment,ShipmentByDateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentByDateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
shipment,ShipmentCancelTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentCancelTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
shipment,ShipmentCompleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentCompleteTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
sales,ShipmentConfirmCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/ShipmentConfirmCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
shipment,ShipmentConfirmTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentConfirmTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
shipment,ShipmentCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
shipment,ShipmentDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentDeleteTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
shipment,ShipmentNotifyWarehouseTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentNotifyWarehouseTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
shipment,ShipmentQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentQueryTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
shipment,ShipmentStatsQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentStatsQueryTool.java,true,true,true,9,0,LOW,"factoryId 被使用 9 次，无可疑模式"
shipment,ShipmentStatusUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentStatusUpdateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
shipment,ShipmentUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/ShipmentUpdateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
shortage,ShortageAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shortage/ShortageAnalysisTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
material,SkuAssembleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/material/SkuAssembleTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,SkuGrossMarginTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/SkuGrossMarginTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
sop,SkuUpdateComplexityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sop/SkuUpdateComplexityTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
sop,SopAnalyzeComplexityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sop/SopAnalyzeComplexityTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
sop,SopParseDocumentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sop/SopParseDocumentTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
foodsafety,SsopExecutionTodayTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SsopExecutionTodayTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
foodsafety,SsopProcedureCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SsopProcedureCreateTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,StockAlertWorkdeskTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/StockAlertWorkdeskTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
crm,SupplierActiveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierActiveTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
crm,SupplierByCategoryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierByCategoryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
foodsafety,SupplierCanOrderCheckTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SupplierCanOrderCheckTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
crm,SupplierCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
crm,SupplierDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierDeleteTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
crm,SupplierEvaluateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierEvaluateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
crm,SupplierListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
purchase,SupplierPriceAlertTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/SupplierPriceAlertTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
crm,SupplierPriceComparisonTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierPriceComparisonTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
foodsafety,SupplierQualificationCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SupplierQualificationCreateTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
foodsafety,SupplierQualificationLookupTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SupplierQualificationLookupTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
foodsafety,SupplierQualificationQueryExpiringTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SupplierQualificationQueryExpiringTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
crm,SupplierRankingTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierRankingTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
crm,SupplierSearchTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/SupplierSearchTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
system,SwitchFactoryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SwitchFactoryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
system,SystemFeedbackTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SystemFeedbackTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,SystemGoBackTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SystemGoBackTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,SystemHelpTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SystemHelpTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,SystemNotificationSettingsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SystemNotificationSettingsTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,SystemSettingsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SystemSettingsTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,TodoListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/TodoListTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
governance,ToolPatternDiscoveryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/governance/ToolPatternDiscoveryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
